Order,Yr Sold,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,SalePrice,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Mo Sold,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Open Porch SF,Foundation,Bsmt Qual,Wood Deck SF,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Fireplace Qu,Garage Yr Blt,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Garage Type,Garage Finish
2525,2006,80,RL,102,10192,Pave,170000,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,9,1Fam,SLvl,7,6,1968,1992,Gable,CompShg,MetalSd,MetalSd,BrkFace,143,TA,98,CBlock,TA,0,No,Unf,0,Unf,0,570,570,GasA,Gd,TA,1968,1222,698,0,1920,0,0,3,0,4,1,Gd,8,Typ,Attchd,RFn
2526,2006,20,RL,,20781,Pave,262500,IR2,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,6,1Fam,1Story,7,7,1968,2003,Hip,CompShg,BrkFace,HdBoard,None,0,TA,80,CBlock,TA,0,No,BLQ,297,Rec,68,1203,1568,GasA,TA,Gd,1968,2156,0,0,2156,0,0,2,0,3,1,TA,9,Typ,Attchd,RFn
2527,2006,60,RL,90,11700,Pave,179900,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,5,1Fam,2Story,6,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,420,TA,169,CBlock,TA,0,No,ALQ,404,Unf,0,304,708,GasA,Gd,TA,1968,708,708,0,1416,0,0,2,1,3,1,TA,7,Typ,Attchd,RFn
2528,2006,60,RL,,11029,Pave,250000,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,8,1Fam,2Story,6,7,1968,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,220,TA,65,CBlock,TA,0,Mn,BLQ,619,Unf,0,435,1054,GasA,TA,Gd,1968,1512,1142,0,2654,1,0,2,1,4,1,Gd,9,Typ,Attchd,Unf
2529,2006,60,RL,80,10400,Pave,165150,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,11,1Fam,2Story,6,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,288,TA,0,CBlock,TA,148,No,Rec,247,Unf,0,485,732,GasA,Gd,TA,1972,1012,778,0,1790,1,0,1,2,4,1,TA,8,Min2,Attchd,RFn
2530,2006,20,RL,78,10140,Pave,164500,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,4,1Fam,1Story,7,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,264,TA,20,CBlock,TA,0,No,BLQ,553,LwQ,68,713,1334,GasA,Gd,NA,1967,1334,0,0,1334,1,0,2,0,3,1,TA,7,Typ,Attchd,RFn
2531,2006,20,RL,80,9600,Pave,140000,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,7,1Fam,1Story,7,5,1969,1969,Hip,CompShg,HdBoard,HdBoard,BrkFace,168,TA,0,CBlock,TA,0,No,Unf,0,Unf,0,1164,1164,GasA,TA,NA,1969,1164,0,0,1164,0,0,1,1,3,1,TA,6,Typ,Attchd,Unf
2532,2006,80,RL,75,9750,Pave,135500,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,10,1Fam,SLvl,5,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,None,0,TA,0,PConc,TA,68,Av,ALQ,400,Rec,480,100,980,GasA,Gd,NA,1967,980,0,0,980,0,0,2,0,3,1,TA,6,Typ,Attchd,Fin
2533,2006,20,RL,80,9600,Pave,142000,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,7,1Fam,1Story,5,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0,TA,0,CBlock,TA,0,No,ALQ,758,Unf,0,293,1051,GasA,Gd,NA,1968,1051,0,0,1051,1,0,1,0,3,1,TA,6,Typ,Attchd,RFn
2534,2006,60,RL,72,8640,Pave,155000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,6,1Fam,2Story,5,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,300,TA,60,CBlock,Gd,0,Mn,ALQ,361,Rec,483,56,900,GasA,Ex,NA,1968,884,886,0,1770,1,0,1,1,4,1,TA,7,Typ,Attchd,RFn
2535,2006,20,RL,78,9360,Pave,157500,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,8,1Fam,1Story,6,7,1968,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,203,TA,0,CBlock,TA,94,Av,ALQ,760,Unf,0,216,976,GasA,TA,Fa,1968,976,0,0,976,1,0,1,0,2,1,Gd,4,Typ,Attchd,RFn
2536,2006,20,RL,70,8400,Pave,138500,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,11,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,BrkFace,168,TA,0,CBlock,TA,356,Av,BLQ,1016,Unf,0,36,1052,GasA,Gd,NA,1968,1052,0,0,1052,1,0,1,1,3,1,TA,5,Typ,Attchd,RFn
2537,2006,85,RL,70,8400,Pave,140000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,8,1Fam,SFoyer,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0,TA,0,CBlock,Gd,143,Gd,GLQ,744,Unf,0,89,833,GasA,Gd,NA,1968,898,0,0,898,1,0,1,0,3,1,TA,6,Typ,Attchd,RFn
2538,2006,20,RL,,9759,Pave,124400,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,3,1Fam,1Story,5,5,1966,1966,Gable,CompShg,Plywood,Plywood,None,0,TA,88,CBlock,TA,182,No,BLQ,799,Unf,0,252,1051,GasA,TA,NA,1966,1051,0,0,1051,1,0,1,0,3,1,TA,6,Typ,Attchd,RFn
2539,2006,80,RL,80,9600,Pave,158000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,7,1Fam,SLvl,5,7,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,140,TA,78,PConc,TA,0,Av,ALQ,602,Rec,402,137,1141,GasA,Gd,NA,1967,1141,0,0,1141,1,0,1,0,3,1,TA,6,Typ,Attchd,Unf
2540,2006,20,RL,71,9230,Pave,146000,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,10,1Fam,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166,TA,64,CBlock,TA,0,Mn,GLQ,661,Unf,0,203,864,GasA,Gd,NA,1977,1200,0,0,1200,1,0,1,1,1,1,Gd,6,Typ,Detchd,Unf
2541,2006,60,RL,,14803,Pave,190000,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,6,1Fam,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,252,TA,66,CBlock,TA,0,No,Rec,416,Unf,0,409,825,GasA,Gd,Gd,1971,1097,896,0,1993,0,0,2,1,4,1,TA,8,Typ,Attchd,RFn
2542,2006,20,RL,,10659,Pave,136500,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1,1Fam,1Story,5,6,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,319,CBlock,TA,0,No,Rec,915,Unf,0,135,1050,GasA,TA,NA,1961,1050,0,0,1050,1,0,1,0,3,1,TA,6,Typ,Attchd,Unf
2543,2006,20,RL,70,9100,Pave,129900,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,7,1Fam,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,None,0,TA,0,CBlock,TA,0,No,BLQ,521,LwQ,174,169,864,GasA,TA,NA,1964,864,0,0,864,1,0,1,0,3,1,TA,5,Typ,Detchd,Unf
2544,2006,90,RL,70,8393,Pave,145000,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,6,Duplex,1Story,5,5,1959,2005,Gable,CompShg,MetalSd,MetalSd,BrkFace,122,TA,54,CBlock,TA,272,No,LwQ,528,Unf,0,1098,1626,GasA,Ex,NA,2005,1712,0,0,1712,0,0,2,0,4,2,TA,8,Typ,Attchd,Fin
2545,2006,190,RL,80,8800,Pave,185900,Reg,Lvl,AllPub,Inside,Gtl,NAmes,RRAn,6,2fmCon,1Story,6,7,1965,2000,Hip,CompShg,BrkFace,VinylSd,None,0,TA,25,PConc,TA,200,Mn,ALQ,901,BLQ,252,34,1187,GasA,Ex,TA,1965,1565,0,0,1565,1,0,2,0,3,1,Gd,7,Min1,Attchd,RFn
2546,2006,20,RL,80,8800,Pave,160000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,3,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425,TA,116,CBlock,TA,0,No,BLQ,553,Unf,0,698,1251,GasA,TA,Gd,1964,1251,0,0,1251,1,0,1,0,3,1,TA,6,Typ,Attchd,RFn
2547,2006,20,RL,,10368,Pave,167000,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,4,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,112,TA,60,CBlock,TA,154,No,ALQ,260,LwQ,748,0,1008,GasA,Ex,Gd,1964,1488,0,0,1488,1,0,1,1,3,1,TA,7,Typ,Attchd,Fin
2548,2006,60,RL,85,9350,Pave,157500,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,7,1Fam,2Story,5,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0,TA,32,CBlock,TA,0,No,ALQ,360,Unf,0,360,720,GasA,Gd,Po,1964,720,720,0,1440,0,0,1,1,4,1,TA,7,Typ,Attchd,Fin
2549,2006,190,RL,75,10382,Pave,140000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,3,2fmCon,SLvl,6,5,1958,1958,Hip,CompShg,HdBoard,HdBoard,BrkFace,105,TA,0,CBlock,TA,0,Gd,ALQ,513,Unf,0,75,588,GasA,TA,NA,1958,1095,0,0,1095,1,0,1,0,2,1,TA,6,Typ,Attchd,RFn
2550,2006,20,RL,69,8973,Pave,150000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,7,1Fam,1Story,5,7,1958,1991,Gable,CompShg,Plywood,Plywood,BrkFace,85,TA,80,CBlock,TA,0,No,Rec,567,BLQ,28,413,1008,GasA,TA,NA,1998,1053,0,0,1053,0,1,1,1,3,1,Ex,6,Typ,2Types,RFn
2551,2006,20,RL,80,10800,Pave,151500,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,5,1Fam,1Story,5,7,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,88,TA,0,CBlock,TA,0,No,ALQ,632,Unf,0,616,1248,GasA,Ex,NA,1960,1248,0,0,1248,1,0,1,0,3,1,TA,6,Typ,Attchd,Unf
2552,2006,30,RL,60,8550,Pave,129800,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,7,1Fam,1Story,6,8,1934,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,0,CBlock,TA,228,No,BLQ,574,Unf,0,242,816,GasA,Ex,Fa,1949,816,0,0,816,1,0,1,0,2,1,TA,4,Typ,Attchd,Unf
2553,2006,20,RL,,11425,Pave,137000,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,7,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,None,0,TA,0,CBlock,TA,0,No,BLQ,486,Unf,0,522,1008,GasA,Gd,Gd,1954,1008,0,0,1008,0,0,1,0,2,1,TA,4,Typ,Attchd,RFn
2554,2006,20,RL,68,9724,Pave,137000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,5,1Fam,1Story,5,7,1947,1950,Hip,CompShg,BrkFace,BrkFace,None,0,TA,48,CBlock,TA,125,No,Unf,0,Unf,0,938,938,GasA,Ex,Gd,1947,1043,0,0,1043,0,0,1,0,2,1,TA,5,Typ,Detchd,Unf
2555,2006,50,RL,51,4712,Pave,121600,IR1,Lvl,AllPub,Inside,Mod,BrkSide,Feedr,8,1Fam,1.5Fin,4,7,1946,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,57,CBlock,TA,0,No,ALQ,384,Unf,0,363,747,GasA,TA,NA,1946,774,456,0,1230,1,0,1,1,3,1,TA,5,Typ,Detchd,Unf
2556,2006,30,RL,51,5900,Pave,85500,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,8,1Fam,1Story,4,7,1923,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,0,PConc,Gd,0,No,Unf,0,Unf,0,440,440,GasA,TA,NA,,869,0,0,869,0,0,1,0,2,1,Fa,4,Typ,NA,NA
2557,2006,30,RL,52,5825,Pave,79900,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,6,1Fam,1Story,4,5,1926,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,108,TA,0,PConc,Fa,0,Mn,Unf,0,Unf,0,600,600,GasA,Gd,NA,1953,747,0,0,747,0,0,1,0,1,1,TA,5,Typ,Detchd,Unf
2558,2006,50,RL,92,7438,Pave,127000,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,6,1Fam,1.5Fin,5,8,1908,1991,Gable,CompShg,AsbShng,Plywood,None,0,TA,0,PConc,Fa,104,No,Unf,0,Unf,0,504,504,GasA,Gd,NA,1986,936,316,0,1252,0,0,1,0,3,1,TA,5,Typ,Attchd,Unf
2559,2006,20,RL,80,9600,Pave,161000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,6,1Fam,1Story,5,6,1961,1990,Gable,CompShg,WdShing,Wd Shng,None,0,TA,0,CBlock,TA,144,Mn,BLQ,915,Unf,0,336,1251,GasA,TA,Gd,1961,1433,0,0,1433,1,0,1,0,3,1,TA,7,Min1,Attchd,Unf
2560,2006,20,RL,89,10858,Pave,146500,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,7,1Fam,1Story,5,6,1952,1952,Gable,CompShg,Wd Sdng,Plywood,Stone,150,TA,40,CBlock,TA,0,Mn,LwQ,40,Unf,0,1404,1444,GasA,Ex,Gd,1952,1624,0,0,1624,1,0,1,0,2,1,TA,6,Min1,Attchd,RFn
2561,2006,20,RL,80,9600,Pave,135000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,5,1Fam,1Story,5,5,1951,1951,Gable,CompShg,HdBoard,HdBoard,Stone,144,TA,0,CBlock,TA,0,No,ALQ,996,Unf,0,60,1056,GasA,Ex,NA,1951,1216,0,0,1216,1,0,1,0,3,1,TA,7,Typ,Attchd,RFn
2562,2006,20,RL,89,10680,Pave,137900,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,10,1Fam,1Story,5,3,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44,TA,30,CBlock,TA,0,No,LwQ,756,Unf,0,1380,2136,GasA,TA,NA,1951,2136,0,0,2136,0,0,2,0,4,1,TA,7,Mod,Detchd,Unf
2563,2006,50,RL,79,9490,Pave,133000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,8,1Fam,1.5Fin,6,7,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,0,CBlock,TA,0,No,BLQ,403,Rec,165,238,806,GasA,TA,TA,1941,958,620,0,1578,1,0,1,0,3,1,Fa,5,Typ,Attchd,Unf
2564,2006,60,RL,79,9462,Pave,137000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,7,1Fam,2Story,5,6,1949,1973,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,60,CBlock,TA,245,No,Unf,0,Unf,0,704,704,GasA,Gd,Gd,1949,1024,704,0,1728,0,0,1,1,3,1,TA,7,Min1,Attchd,Unf
2565,2006,20,RL,82,9888,Pave,121000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,3,1Fam,1Story,5,6,1954,1975,Gable,CompShg,MetalSd,MetalSd,None,0,TA,0,CBlock,TA,0,No,BLQ,486,Unf,0,450,936,GasA,TA,NA,1954,936,0,0,936,0,0,1,0,2,1,TA,5,Typ,Attchd,Unf
2566,2006,90,RL,,8917,Pave,119000,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,10,Duplex,1Story,5,5,1967,1967,Gable,CompShg,Plywood,Plywood,None,0,TA,0,CBlock,TA,0,No,Unf,0,Unf,0,1584,1584,GasA,TA,NA,1967,1584,0,0,1584,0,0,2,0,4,2,TA,8,Typ,Detchd,Unf
2567,2006,80,RL,,12700,Pave,172000,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,11,1Fam,SLvl,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0,TA,69,CBlock,TA,0,No,ALQ,939,Unf,0,307,1246,GasA,TA,Gd,1964,1246,0,0,1246,1,0,1,0,3,1,TA,6,Typ,Attchd,RFn
2568,2006,20,RL,85,8500,Pave,98600,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,12,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203,TA,0,CBlock,TA,0,No,Rec,600,Unf,0,635,1235,GasA,TA,NA,1961,1235,0,0,1235,0,0,1,0,2,1,TA,6,Typ,Attchd,Unf
2569,2006,60,RL,88,14200,Pave,226000,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,5,1Fam,2Story,7,6,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,309,TA,66,CBlock,TA,105,No,Rec,445,Unf,0,479,924,GasA,Ex,Gd,1966,1216,941,0,2157,0,0,2,1,4,1,Gd,8,Typ,Attchd,Fin
2570,2006,20,RL,75,9000,Pave,118000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,6,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,0,CBlock,TA,0,No,LwQ,812,Unf,0,124,936,GasA,TA,NA,1954,1128,0,0,1128,0,0,1,0,2,1,TA,5,Min1,Attchd,Unf
2571,2006,75,RL,174,25419,Pave,235000,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,3,1Fam,2Story,8,4,1918,1990,Gable,CompShg,Stucco,Stucco,None,0,Gd,16,PConc,TA,0,No,GLQ,1036,LwQ,184,140,1360,GasA,Gd,Ex,1918,1360,1360,392,3112,1,1,2,0,4,1,Gd,8,Typ,Detchd,Unf
2572,2006,20,RL,109,9723,Pave,135000,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,10,1Fam,1Story,6,7,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,332,TA,0,CBlock,TA,0,No,Unf,0,Unf,0,1008,1008,GasA,TA,NA,1963,1008,0,0,1008,0,0,1,0,2,1,TA,5,Typ,Attchd,RFn
2573,2006,90,RL,70,7728,Pave,132500,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,5,Duplex,SLvl,5,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120,TA,18,CBlock,TA,0,Av,ALQ,803,Unf,0,303,1106,GasA,TA,NA,1962,1190,0,0,1190,1,0,1,0,3,1,TA,6,Typ,Attchd,Unf
2574,2006,80,RL,70,8163,Pave,143000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,3,1Fam,SLvl,5,6,1959,1959,Gable,CompShg,HdBoard,HdBoard,BrkFace,128,TA,0,CBlock,TA,86,Av,ALQ,748,BLQ,294,102,1144,GasA,TA,TA,1959,1144,0,0,1144,1,0,1,0,3,1,TA,6,Typ,Attchd,RFn
2575,2006,20,RL,70,8400,Pave,132000,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,3,1Fam,1Story,5,5,1957,1957,Gable,CompShg,BrkFace,BrkFace,None,0,TA,60,CBlock,Fa,0,Mn,BLQ,623,Unf,0,556,1179,GasA,Gd,Gd,1957,1364,0,0,1364,0,0,1,1,3,1,TA,6,Typ,Attchd,RFn
2576,2006,20,RL,80,11600,Pave,145250,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,4,1Fam,1Story,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,175,TA,45,CBlock,TA,0,No,Rec,565,Unf,0,818,1383,GasA,TA,NA,1960,1383,0,0,1383,0,0,1,1,3,1,TA,7,Typ,Attchd,RFn
2577,2006,20,RL,,9610,Pave,162000,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,12,1Fam,1Story,6,6,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,632,TA,0,CBlock,TA,80,No,Rec,203,Unf,0,918,1121,GasA,Ex,TA,1958,1336,0,0,1336,0,0,1,1,3,1,TA,7,Typ,Attchd,RFn
2578,2006,80,RL,125,10000,Pave,148000,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,2,1Fam,SLvl,5,6,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,272,TA,0,CBlock,TA,191,Av,BLQ,678,Rec,281,99,1058,GasA,Ex,TA,1956,1370,0,0,1370,1,0,1,0,3,1,TA,6,Typ,Basment,RFn
2579,2006,20,RL,69,14850,Pave,141000,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,5,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,0,CBlock,TA,268,No,Rec,895,Unf,0,197,1092,GasA,TA,TA,1957,1092,0,0,1092,1,0,1,0,2,1,TA,6,Typ,Attchd,Fin
2580,2006,20,RL,72,10152,Pave,153000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,5,1Fam,1Story,6,6,1956,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,211,CBlock,TA,0,Av,BLQ,914,Unf,0,210,1124,GasA,Ex,TA,1956,1124,0,0,1124,1,0,1,0,3,1,TA,6,Typ,Attchd,Fin
2581,2006,20,RL,72,10011,Pave,134450,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,5,1Fam,1Story,5,6,1957,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,64,TA,0,CBlock,TA,0,No,BLQ,360,Unf,0,710,1070,GasA,TA,Fa,1957,1236,0,0,1236,0,1,1,0,2,1,Gd,6,Min1,Attchd,Unf
2582,2006,90,RL,,7032,Pave,135960,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,12,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,MetalSd,MetalSd,None,0,TA,0,CBlock,Gd,42,Gd,GLQ,943,Unf,0,0,943,GasA,TA,TA,1979,943,0,0,943,1,0,1,0,2,1,TA,4,Typ,Detchd,Unf
2583,2006,20,RL,70,8092,Pave,156000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,6,1Fam,1Story,6,8,1954,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176,TA,0,CBlock,TA,0,No,ALQ,824,Unf,0,226,1050,GasA,Ex,NA,1954,1050,0,0,1050,1,0,1,0,3,1,Gd,6,Typ,Attchd,RFn
2584,2006,20,RL,75,11310,Pave,140000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,6,1Fam,1Story,6,5,1954,1954,Hip,CompShg,Wd Sdng,BrkFace,None,0,TA,30,CBlock,TA,0,No,Unf,0,Unf,0,1367,1367,GasA,Ex,TA,1954,1375,0,0,1375,0,0,1,0,2,1,TA,5,Typ,Attchd,Unf
2585,2006,20,RL,66,12778,Pave,139500,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1,1Fam,1Story,5,6,1952,2003,Gable,CompShg,MetalSd,MetalSd,None,0,TA,154,CBlock,TA,0,No,GLQ,658,Unf,0,350,1008,GasA,Ex,NA,1952,1008,0,0,1008,1,0,1,0,2,1,TA,4,Typ,Attchd,RFn
2586,2006,20,RL,75,10170,Pave,155000,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,6,1Fam,1Story,6,6,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,522,TA,0,CBlock,TA,0,No,Unf,0,Unf,0,216,216,GasA,TA,Gd,1951,1575,0,0,1575,0,0,1,1,2,1,Gd,5,Typ,Attchd,Unf
2587,2006,80,RL,55,7700,Pave,127000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,9,1Fam,SLvl,5,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0,TA,0,CBlock,Gd,0,No,BLQ,271,Unf,0,30,301,GasA,Ex,NA,1993,1145,0,0,1145,0,0,1,0,3,1,TA,6,Min2,Detchd,Unf
2588,2006,20,RL,65,11050,Pave,133500,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,7,1Fam,1Story,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,0,CBlock,TA,0,No,LwQ,488,Unf,0,517,1005,GasA,Ex,TA,1956,1005,0,0,1005,0,0,1,0,2,1,TA,6,Typ,Attchd,Unf
2589,2006,20,RL,80,13600,Pave,125000,Reg,Bnk,AllPub,Inside,Gtl,NAmes,Norm,11,1Fam,1Story,5,6,1955,1955,Gable,CompShg,HdBoard,HdBoard,None,0,TA,0,CBlock,TA,0,No,Rec,144,BLQ,912,0,1056,GasA,Gd,NA,1955,1056,0,0,1056,1,0,1,1,3,1,TA,6,Typ,Attchd,Fin
2590,2006,20,RL,85,15428,Pave,142000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,6,1Fam,1Story,5,6,1951,1991,Hip,CompShg,MetalSd,MetalSd,None,0,TA,0,CBlock,TA,0,No,Rec,741,Unf,0,143,884,GasA,Ex,NA,1951,884,0,0,884,1,0,1,0,2,1,TA,4,Typ,Attchd,Fin
2591,2006,30,RL,118,21299,Pave,167000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,12,1Fam,1Story,7,5,1941,1963,Hip,WdShake,BrkFace,BrkFace,None,0,Gd,0,CBlock,TA,0,No,Unf,0,Unf,0,929,929,GasA,Ex,Gd,1941,2039,0,0,2039,1,0,1,1,3,1,TA,7,Min1,2Types,Unf
2592,2006,20,RL,70,13300,Pave,159000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,6,1Fam,1Story,5,5,1956,2001,Hip,CompShg,Wd Sdng,VinylSd,None,0,TA,0,CBlock,TA,75,No,Rec,494,Unf,0,521,1015,GasA,Gd,NA,2001,1384,0,0,1384,1,0,1,0,2,1,TA,6,Min1,Attchd,Unf
2593,2006,190,RL,94,22136,Pave,180000,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,7,2fmCon,1.5Fin,5,5,1925,1975,Gable,CompShg,MetalSd,MetalSd,None,0,TA,48,CBlock,TA,631,Mn,GLQ,1018,Unf,0,1153,2171,GasA,TA,Gd,1977,1392,1248,0,2640,2,0,2,1,5,1,TA,10,Maj1,Attchd,RFn
2594,2006,50,RL,50,7500,Pave,127000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,10,1Fam,1.5Fin,6,6,1947,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,28,CBlock,TA,0,No,Unf,0,Unf,0,784,784,GasA,Ex,NA,1953,900,412,0,1312,0,0,1,1,3,1,TA,6,Typ,Detchd,Unf
